,package_look1,SQ2,package_yes2,home_lh,bk_regularly1,BA4,c6_10_1,c6_3_1,health1,pay,SQ1,h1_9_1,safery_grain1,natural_helpful,A19,effect_job1,effect_rice1,five_nutrient1,h1_6_2,solo_eat1,satisfy1,diet1,rice_helpful1,eat_bk,various_food1,h1_13_1,c6_4_2,h1_2_2,A11_1,SQ7,BA2,BA2_1
1307,0,70,1,0,1,1,0,1,1,2,2,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,4,1,2,4
1308,1,40,0,0,0,2,0,0,1,6,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,7,4
1309,1,40,0,0,0,2,0,0,0,5,2,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,7,4
1310,1,51,0,0,0,1,0,1,1,11,2,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,7,5
1311,1,60,0,0,0,2,0,0,0,2,2,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,4,3
1312,1,53,0,0,1,2,0,0,0,10,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,7,5
1313,1,62,0,0,1,2,0,0,0,4,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,4,3
1314,0,22,0,1,0,2,0,0,1,1,2,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,7,5
1315,1,58,0,0,1,2,0,0,1,4,2,1,1,0,2,1,1,1,1,0,1,0,0,1,0,1,1,1,1,2,4,4
1316,1,46,1,0,0,1,0,0,1,10,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,2,11,11
1317,0,47,0,0,0,2,0,0,0,7,2,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,4,1,7,4
1318,0,21,0,1,1,2,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,7,4
1319,1,36,0,0,1,2,1,1,1,7,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4,3
1320,0,36,0,0,1,2,0,1,1,7,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4,3
1321,0,57,0,0,0,2,0,0,1,6,1,0,1,1,2,1,1,0,1,0,1,0,1,1,0,0,1,1,1,2,4,4
1322,1,52,1,1,0,2,0,1,1,5,2,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,4,1,8,5
1323,0,53,0,1,0,1,0,0,1,5,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,4,1,7,4
1324,0,64,0,0,1,1,0,0,0,1,2,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,4,1,1,4
1325,1,27,1,0,0,2,0,0,0,6,2,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,4,2,4,4
1326,0,35,0,1,1,2,0,0,0,10,2,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,2,6,4
1327,1,31,0,1,1,1,0,0,1,6,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,4,2,4,4
1328,0,35,0,1,1,2,0,1,0,10,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,2,6,4
1329,0,60,0,1,0,1,0,0,0,4,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,4,1,4,3
1330,0,49,1,0,1,1,0,1,1,5,2,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,4,1,3,2
1331,1,35,1,0,1,2,0,1,1,3,2,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,6,6
1332,1,53,0,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,2,1,7,4
1333,0,54,0,0,0,2,0,0,1,2,2,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,4,1,4,3
1334,0,52,1,0,1,1,0,1,1,3,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,2,1,3,2
1335,0,37,1,0,0,2,1,1,1,9,2,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,2,5,2
1336,0,45,0,0,0,2,0,1,0,1,2,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,3,1,3,3
1337,0,59,0,1,1,2,0,0,1,9,2,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,4,1,5,4
1338,0,59,0,1,1,2,0,0,1,9,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,4,1,5,4
1339,1,45,1,0,1,2,0,1,0,10,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,1,6,5
1340,1,37,0,0,0,2,0,0,1,8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,5,2
1341,0,53,0,0,0,1,0,0,1,5,2,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,4,1,8,2
1342,0,58,1,0,0,2,0,1,1,2,2,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,3,1,4,2
1343,0,49,0,0,1,2,0,0,0,4,2,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,4,1,7,5
1344,0,61,0,0,0,2,0,1,1,4,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,4,2
1345,0,46,1,1,1,2,0,1,0,4,2,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2,1,4,4
1346,0,57,1,0,1,1,0,1,1,5,2,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,4,1,5,2
1347,0,60,1,0,1,1,0,1,1,8,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,4,1,5,2
1348,1,72,0,0,0,2,0,0,1,2,2,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,4,2,11,11
1349,1,44,1,0,0,1,1,1,1,3,2,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,2,6,3
1350,0,73,1,0,1,1,0,1,1,2,2,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,4,1,2,1
1351,0,46,0,0,1,1,1,1,1,9,2,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,2,11,4
1352,1,48,0,0,0,2,0,0,0,9,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,4,1,7,5
1353,0,48,0,0,0,2,0,1,1,7,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,3,2,6,3
1354,0,46,1,0,1,2,0,1,0,6,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,9,3
1355,0,54,0,1,0,2,0,0,0,3,2,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,2,2,4,3
1356,0,47,0,0,0,2,0,0,0,7,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,9,3
1357,0,63,0,1,1,2,0,0,1,3,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,2,2,4,3
1358,1,45,0,0,1,1,0,0,1,10,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,4,1,6,5
1359,0,19,0,1,0,2,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,9,3
1360,0,57,0,0,1,1,0,0,1,5,2,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,2,2,7,4
1361,1,51,0,1,1,1,0,0,0,3,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,6,3
1362,0,52,0,0,1,2,0,0,1,9,2,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,4,1,5,4
1363,0,59,0,0,1,2,0,0,1,7,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,2,7,4
1364,0,54,0,0,1,2,0,0,0,10,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,2,1,6,3
1365,1,69,0,0,1,2,0,1,1,2,2,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,4,1,4,3
1366,0,35,0,0,1,2,0,0,1,1,2,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,2,5,5
1367,1,53,1,0,1,1,1,1,0,1,2,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,2,1,3,5
1368,1,60,0,0,1,2,0,0,0,6,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,4,1,4,4
1369,0,35,0,0,0,2,0,0,1,7,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,2,5,5
1370,0,71,0,0,0,2,0,1,1,5,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,4,3
1371,1,57,0,1,1,2,1,1,0,3,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,2,1,3,5
1372,0,70,1,0,1,1,0,1,1,3,2,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,4,2,2,1
1373,1,63,0,0,1,2,0,0,0,6,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,4,1,4,4
1374,0,65,0,0,1,2,0,0,0,1,2,1,1,1,2,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,2,2
1375,1,57,0,0,1,2,0,1,1,2,2,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,4,1,3,2
1376,0,26,0,0,0,1,0,1,1,4,2,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,8,2
1377,0,66,0,0,1,2,0,0,1,1,1,0,1,1,2,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,2,2
1378,0,66,0,0,1,2,0,1,0,3,2,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,4,1,2,4
1379,0,53,0,0,0,2,0,0,0,4,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,4,6
1380,1,51,0,0,0,2,0,0,0,5,2,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,2,1,3,3
1381,0,63,0,0,1,1,0,0,1,1,2,1,1,0,2,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,2,2
1382,0,43,1,0,1,1,0,0,0,5,2,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,2,2,8,6
1383,0,53,1,0,0,1,0,0,1,1,2,1,1,1,2,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,2,4
1384,0,66,0,0,1,2,0,0,1,1,1,0,1,1,2,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,2,2
1385,0,48,1,1,1,2,0,0,1,3,2,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,4,1,6,4
1386,0,60,0,0,0,2,0,0,1,4,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,2,4,6
1387,0,50,0,0,1,2,0,0,1,7,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,4,1,6,4
1388,1,45,0,0,1,1,0,0,0,8,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,2,2,8,6
1389,0,48,1,1,0,1,0,1,0,10,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,6,6
1390,0,19,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,4,1,6,4
1391,0,58,0,0,1,2,0,1,1,1,2,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,4,2,1,3
1392,0,51,1,0,0,1,0,1,1,5,2,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,4,2,3,3
1393,1,69,1,0,1,2,0,0,1,2,2,0,1,0,2,1,0,1,1,0,1,0,0,1,0,1,1,1,4,1,2,3
1394,0,48,0,0,0,2,0,0,1,4,2,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,8,3
1395,0,57,0,0,1,1,0,0,1,3,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,2,4,6
1396,0,63,0,0,1,2,0,1,0,5,2,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,4,1,3,5
1397,0,59,0,0,0,2,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,4,2,1,3
1398,0,19,0,1,0,2,1,1,1,2,2,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,2,11,5
1399,1,26,1,0,0,2,0,0,1,1,2,1,1,0,2,1,1,0,1,0,1,1,1,1,1,1,1,0,1,2,4,6
1400,0,54,0,0,0,2,0,0,1,3,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,2,3,3
1401,0,55,0,0,1,2,0,1,1,4,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,4,1,3,5
1402,0,19,0,1,0,2,0,1,1,6,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,6,6
1403,1,43,0,1,0,2,1,1,0,4,2,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,3,4
1404,1,19,0,1,1,2,0,0,1,1,2,0,1,0,2,1,1,0,1,1,1,1,0,0,1,0,0,1,4,1,7,5
1405,1,48,1,0,1,1,0,0,1,4,2,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,3,1,7,5
1406,1,61,1,0,0,2,0,1,1,2,2,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,2,1,2,3
1407,1,59,0,0,1,2,0,1,0,1,2,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,2,1,3
1408,1,34,0,1,1,1,0,0,1,4,2,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,3,4
1409,0,50,0,0,1,2,0,0,1,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,4,1,7,5
1410,0,62,0,0,1,2,0,0,0,1,2,0,1,0,2,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,2,2
1411,1,19,1,0,0,2,0,0,0,1,2,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,2,3,3
1412,1,49,0,0,0,1,1,1,1,6,2,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,5,4
1413,0,70,0,0,1,2,0,0,0,1,1,1,1,0,2,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,2,2
1414,1,59,0,0,1,2,0,0,1,2,2,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,5,6
1415,0,49,0,0,0,2,1,1,0,5,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,3,4
1416,1,47,1,1,1,1,0,1,1,5,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,4,4
1417,0,52,0,0,0,1,1,1,0,6,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,5,4
1418,1,36,0,0,1,1,1,1,1,6,2,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,2,7,4
1419,0,58,0,0,1,1,0,0,1,7,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,2,1,5,6
1420,0,21,0,0,0,1,0,1,1,7,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,5,4
1421,0,61,0,0,1,2,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,2,1,3
1422,1,58,0,1,1,2,0,0,1,3,2,0,1,0,2,1,1,0,1,1,1,1,0,1,0,1,1,1,1,2,2,3
1423,1,51,0,0,0,1,1,1,0,10,2,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,2,6,4
1424,0,71,0,0,1,2,0,0,0,1,2,0,1,1,2,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,2
1425,1,39,0,0,1,1,0,0,1,1,2,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,3,1,4,3
1426,0,59,0,0,1,1,0,0,1,4,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,2,2,4,4
1427,1,54,0,0,0,2,0,1,0,2,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,2,6,4
1428,0,63,1,0,1,1,0,0,0,1,2,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,2,1,3,3
1429,0,72,0,0,0,2,0,0,0,1,2,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,2,1,2
1430,0,45,0,0,1,2,0,1,1,3,2,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,2,5
1431,1,25,0,0,0,2,0,1,1,1,2,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,2,6,4
1432,0,71,0,0,0,2,0,0,0,1,2,0,1,0,2,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,4,3
1433,1,44,0,0,0,2,0,0,1,5,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,4,3
1434,1,35,0,0,0,2,0,1,1,5,2,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,4,1,6,6
1435,0,67,0,0,0,2,0,0,0,1,2,1,1,0,2,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,2,2
1436,0,21,0,1,0,2,0,0,1,2,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,2,6,4
1437,0,54,0,0,1,2,0,0,0,3,2,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,4,1,9,3
1438,0,70,0,0,1,1,0,1,1,3,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,4,3
1439,1,35,0,0,0,2,0,1,1,6,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,4,1,6,6
1440,0,37,0,0,0,2,0,1,1,7,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,2,7,4
1441,1,51,0,0,0,2,1,1,1,2,1,0,1,1,2,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,2,5
1442,0,66,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,2,2
1443,0,67,0,1,1,2,0,0,0,3,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,3,3
1444,0,66,0,0,1,1,0,0,0,2,2,1,1,0,2,1,1,0,0,0,1,0,1,1,1,0,1,0,2,1,2,2
1445,0,52,0,0,1,2,0,0,0,4,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,2,2,6,5
1446,1,28,0,0,1,2,0,0,0,8,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,5,4
1447,0,41,0,0,0,2,0,0,1,4,2,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,2,2,3,5
1448,1,56,0,0,0,1,0,0,0,1,2,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,2,2,4,4
1449,0,39,0,1,1,2,0,0,0,6,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,4,2,6,5
1450,0,71,0,0,1,2,0,0,0,1,2,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,2,1,1,2
1451,1,39,1,0,1,1,0,0,0,3,2,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,2,4,6
1452,1,30,0,1,1,2,0,0,1,5,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,5,4
1453,0,72,0,0,1,2,0,1,1,2,1,1,1,1,2,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,2,2
1454,0,50,0,1,0,2,1,1,1,4,2,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,7,5
1455,0,56,1,1,0,1,0,1,1,4,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,3,4
1456,0,53,0,1,0,2,0,1,0,5,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,7,5
1457,0,57,0,0,0,2,0,0,0,6,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,3,1,8,2
1458,0,31,0,0,0,1,0,0,1,6,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,2,2,6,6
1459,1,24,0,0,0,2,0,1,1,4,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,7,5
1460,1,51,0,0,0,2,0,1,1,2,2,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,5,7
1461,0,49,0,0,0,1,0,1,0,7,2,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,5,6
1462,0,29,1,0,1,1,0,1,0,4,2,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,2,2,6,6
1463,1,50,0,0,0,1,1,1,1,7,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,5,6
1464,0,23,1,0,0,1,1,1,1,7,2,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,5,6
1465,0,31,0,0,1,2,1,1,1,1,2,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,4,1,4,4
1466,0,41,1,0,1,1,0,0,1,7,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,4,1,4,4
1467,1,72,0,0,1,2,0,0,0,2,1,1,1,1,2,1,1,1,0,0,0,0,1,1,1,1,1,1,4,1,2,3
1468,1,57,0,1,1,2,0,0,0,6,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,2,6,5
1469,0,51,0,0,1,1,0,0,0,3,2,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,4,6
1470,1,55,0,1,1,1,0,0,1,3,2,1,1,0,2,1,1,1,1,0,0,1,1,1,1,0,1,0,1,2,6,5
1471,1,56,0,0,1,2,0,1,1,1,2,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,3,2
1472,1,58,0,0,1,2,0,1,1,4,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,3,2
1473,0,56,0,0,1,1,0,0,1,7,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,4,6
1474,0,55,0,1,1,2,0,0,0,8,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,5,4
1475,1,38,1,0,1,2,0,1,1,8,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,6,3
1476,0,47,1,0,1,2,0,0,1,5,2,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,7,5
1477,1,30,0,1,0,2,0,1,0,3,2,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,4,1,4,3
1478,1,42,0,0,1,2,0,0,0,3,2,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,2,6,7
1479,0,64,1,1,0,2,0,1,0,3,2,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,4,1,2,2
1480,0,50,0,0,1,2,0,0,1,7,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,7,5
1481,0,24,0,1,1,2,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,2,6,5
1482,1,35,0,1,1,2,0,1,1,4,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,4,1,4,3
1483,0,49,1,0,1,1,0,1,1,5,2,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,4,1,6,2
1484,0,60,1,0,1,2,0,1,1,8,2,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,0,4,1,5,2
1485,0,53,1,0,1,1,0,1,1,8,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,4,1,6,2
1486,0,50,0,0,0,2,0,0,0,7,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,8,3
1487,0,21,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,6,2
1488,0,59,0,0,0,2,1,1,1,1,2,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,2,1,3,3
1489,0,46,1,1,0,2,0,1,0,3,2,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,4,1,2,4
1490,0,47,0,1,1,2,0,0,0,4,2,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,2,2,6,5
1491,0,20,1,1,0,1,0,1,1,1,2,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,6,2
1492,0,60,0,0,1,2,0,1,0,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,3,3
1493,0,53,0,0,0,2,0,1,1,1,2,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,2,1,4,4
1494,1,74,0,0,1,2,0,0,0,1,2,1,1,1,2,1,0,0,1,0,1,0,0,1,1,1,1,0,4,2,1,3
1495,0,50,0,1,1,1,0,0,0,3,2,1,1,1,2,1,1,1,1,0,1,0,1,1,1,0,1,0,4,1,9,5
1496,0,55,0,0,0,2,1,1,0,5,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,4,4
1497,0,54,0,0,0,1,0,0,0,6,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,4,1,9,5
1498,0,24,0,1,1,2,0,0,1,3,2,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,4,1,9,5
1499,1,55,0,0,1,2,0,0,1,8,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,1,6,6
1500,1,64,1,0,0,2,0,0,0,5,2,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,4,2,3,2
1501,1,74,1,0,1,2,0,1,0,2,2,1,1,0,2,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,2,3
1502,0,47,0,0,0,1,0,0,1,5,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,2,6,5
1503,0,22,0,1,0,2,0,0,1,1,2,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,2,1,9,5
1504,1,74,0,0,1,1,0,1,1,2,1,0,1,1,2,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,2,3
1505,0,57,1,1,1,1,0,1,1,3,2,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,4,1,4,2
1506,1,44,0,0,1,2,0,0,1,10,2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,8,6
1507,0,60,1,1,1,1,0,1,1,4,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,2,1,4,2
1508,1,66,0,0,1,1,0,1,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,3
1509,0,28,0,1,0,2,0,0,1,5,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,3,1,5,4
1510,0,42,0,0,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,2,4,4
1511,1,37,0,0,0,2,0,0,1,3,2,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,5,3
1512,0,35,0,1,0,2,0,1,0,4,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,2,1,3,3
